photo_name,photo_path,label,split
111 (66).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (66).jpg,1,train
b (4145).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4145).jpg,1,train
b (2732).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2732).jpg,1,train
111 (1161).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1161).jpg,1,train
CCO (4602).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4602).jpg,0,train
CCO (5317).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5317).jpg,0,train
888 (1213).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1213).jpg,1,train
888 (1767).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1767).jpg,1,train
bad_1051.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1051.jpg,1,train
111 (436).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (436).jpg,1,train
CCO (1792).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1792).jpg,0,train
b (3297).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3297).jpg,1,train
b (4542).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4542).jpg,1,train
111 (94).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (94).jpg,1,train
CCO (4035).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4035).jpg,0,train
111 (794).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (794).jpg,1,train
CCO (1000).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1000).jpg,0,train
b (2251).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2251).jpg,1,train
888 (1439).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1439).jpg,1,train
CCO (4289).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4289).jpg,0,train
CCO (5299).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5299).jpg,0,train
888 (517).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (517).jpg,1,train
888 (148).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (148).jpg,1,train
b (3911).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3911).jpg,1,train
b (4588).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4588).jpg,1,train
b (3965).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3965).jpg,1,train
bad_1321.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1321.jpg,1,train
111 (1370).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1370).jpg,1,train
111 (1474).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1474).jpg,1,train
CCO (4875).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4875).jpg,0,train
CCO (3604).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3604).jpg,0,train
111 (883).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (883).jpg,1,train
b (3677).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3677).jpg,1,train
CCO (773).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (773).jpg,0,train
CCO (3331).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3331).jpg,0,train
CCO (4521).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4521).jpg,0,train
b (2046).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2046).jpg,1,train
bad_2629.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2629.jpg,1,train
b (3907).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3907).jpg,1,train
b (4530).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4530).jpg,1,train
CCO (886).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (886).jpg,0,train
111 (1182).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1182).jpg,1,train
bad_1333.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1333.jpg,1,train
bad_918.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_918.jpg,1,train
888 (1229).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1229).jpg,1,train
b (2828).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2828).jpg,1,train
bad_2556.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2556.jpg,1,train
b (4851).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4851).jpg,1,train
bad_1527.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1527.jpg,1,train
b (2683).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2683).jpg,1,train
888 (2115).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (2115).jpg,1,train
b (3590).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3590).jpg,1,train
b (2086).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2086).jpg,1,train
CCO (1216).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1216).jpg,0,train
bad_675.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_675.jpg,1,train
b (2318).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2318).jpg,1,train
CCO (5188).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5188).jpg,0,train
b (2792).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2792).jpg,1,train
CCO (5311).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5311).jpg,0,train
CCO (2233).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2233).jpg,0,train
888 (2110).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (2110).jpg,1,train
CCO (1043).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1043).jpg,0,train
CCO (1017).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1017).jpg,0,train
111 (145).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (145).jpg,1,train
b (2112).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2112).jpg,1,train
CCO (3196).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3196).jpg,0,train
b (3181).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3181).jpg,1,train
b (2937).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2937).jpg,1,train
CCO (5249).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5249).jpg,0,train
bad_558.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_558.jpg,1,train
bad_2360.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2360.jpg,1,train
888 (1621).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1621).jpg,1,train
b (3113).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3113).jpg,1,train
bad_1475.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1475.jpg,1,train
bad_1250.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1250.jpg,1,train
CCO (658).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (658).jpg,0,train
bad_221.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_221.jpg,1,train
888 (1096).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1096).jpg,1,train
888 (457).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (457).jpg,1,train
bad_1038.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1038.jpg,1,train
bad_2545.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2545.jpg,1,train
b (2192).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2192).jpg,1,train
111 (507).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (507).jpg,1,train
bad_2578.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2578.jpg,1,train
111 (844).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (844).jpg,1,train
CCO (4511).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4511).jpg,0,train
CCO (1619).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1619).jpg,0,train
b (3288).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3288).jpg,1,train
CCO (1849).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1849).jpg,0,train
b (3510).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3510).jpg,1,train
bad_1885.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1885.jpg,1,train
bad_1944.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1944.jpg,1,train
CCO (193).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (193).jpg,0,train
111 (1017).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1017).jpg,1,train
888 (1741).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1741).jpg,1,train
b (2009).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2009).jpg,1,train
bad_168.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_168.jpg,1,train
bad_2357.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2357.jpg,1,train
bad_582.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_582.jpg,1,train
bad_1545.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1545.jpg,1,train
bad_2413.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2413.jpg,1,train
CCO (1837).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1837).jpg,0,train
bad_1906.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1906.jpg,1,train
CCO (765).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (765).jpg,0,train
CCO (3617).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3617).jpg,0,train
b (3188).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3188).jpg,1,train
888 (130).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (130).jpg,1,train
CCO (1970).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1970).jpg,0,train
bad_2565.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2565.jpg,1,train
111 (284).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (284).jpg,1,train
CCO (2068).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2068).jpg,0,train
888 (2063).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (2063).jpg,1,train
bad_896.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_896.jpg,1,train
CCO (5223).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5223).jpg,0,train
CCO (3011).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3011).jpg,0,train
CCO (2138).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2138).jpg,0,train
CCO (5377).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5377).jpg,0,train
CCO (217).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (217).jpg,0,train
111 (221).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (221).jpg,1,train
bad_650.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_650.jpg,1,train
CCO (4920).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4920).jpg,0,train
888 (1035).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1035).jpg,1,train
111 (1054).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1054).jpg,1,train
888 (1144).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1144).jpg,1,train
bad_133.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_133.jpg,1,train
bad_1138.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1138.jpg,1,train
CCO (3815).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3815).jpg,0,train
CCO (3254).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3254).jpg,0,train
bad_1253.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1253.jpg,1,train
888 (1816).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1816).jpg,1,train
888 (1401).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1401).jpg,1,train
888 (1181).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1181).jpg,1,train
111 (643).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (643).jpg,1,train
CCO (4296).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4296).jpg,0,train
b (3859).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3859).jpg,1,train
111 (722).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (722).jpg,1,train
CCO (2967).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2967).jpg,0,train
888 (1279).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1279).jpg,1,train
888 (606).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (606).jpg,1,train
bad_1794.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1794.jpg,1,train
CCO (1983).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1983).jpg,0,train
888 (808).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (808).jpg,1,train
b (2375).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2375).jpg,1,train
bad_2177.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2177.jpg,1,train
CCO (2392).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2392).jpg,0,train
bad_1968.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1968.jpg,1,train
888 (495).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (495).jpg,1,train
CCO (3789).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3789).jpg,0,train
CCO (352).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (352).jpg,0,train
888 (561).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (561).jpg,1,train
b (4758).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4758).jpg,1,train
888 (1591).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1591).jpg,1,train
111 (205).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (205).jpg,1,train
888 (1350).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1350).jpg,1,train
CCO (526).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (526).jpg,0,train
b (2539).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2539).jpg,1,train
111 (99).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (99).jpg,1,train
b (4980).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4980).jpg,1,train
CCO (2319).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2319).jpg,0,train
888 (99).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (99).jpg,1,train
111 (956).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (956).jpg,1,train
CCO (5297).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5297).jpg,0,train
b (2633).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2633).jpg,1,train
CCO (2249).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2249).jpg,0,train
b (2746).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2746).jpg,1,train
888 (892).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (892).jpg,1,train
b (3958).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3958).jpg,1,train
bad_2456.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2456.jpg,1,train
111 (1022).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1022).jpg,1,train
888 (321).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (321).jpg,1,train
CCO (4766).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4766).jpg,0,train
b (2348).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2348).jpg,1,train
bad_806.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_806.jpg,1,train
CCO (3148).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3148).jpg,0,train
888 (396).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (396).jpg,1,train
b (3798).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3798).jpg,1,train
CCO (683).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (683).jpg,0,train
111 (1538).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1538).jpg,1,train
CCO (902).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (902).jpg,0,train
CCO (3728).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3728).jpg,0,train
CCO (5229).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5229).jpg,0,train
bad_2189.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2189.jpg,1,train
CCO (863).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (863).jpg,0,train
bad_1069.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1069.jpg,1,train
b (4699).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4699).jpg,1,train
bad_1737.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1737.jpg,1,train
bad_2628.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2628.jpg,1,train
bad_1274.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1274.jpg,1,train
CCO (2500).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2500).jpg,0,train
CCO (4713).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4713).jpg,0,train
b (2833).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2833).jpg,1,train
b (2145).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2145).jpg,1,train
bad_2467.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2467.jpg,1,train
b (4900).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4900).jpg,1,train
888 (1070).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1070).jpg,1,train
CCO (3459).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3459).jpg,0,train
CCO (2771).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2771).jpg,0,train
CCO (2542).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2542).jpg,0,train
b (4822).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4822).jpg,1,train
bad_1865.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1865.jpg,1,train
CCO (3993).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3993).jpg,0,train
CCO (242).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (242).jpg,0,train
111 (1364).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1364).jpg,1,train
bad_2050.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2050.jpg,1,train
bad_1848.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1848.jpg,1,train
CCO (5218).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5218).jpg,0,train
888 (496).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (496).jpg,1,train
bad_252.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_252.jpg,1,train
b (2762).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2762).jpg,1,train
CCO (781).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (781).jpg,0,train
CCO (2489).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2489).jpg,0,train
b (4724).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4724).jpg,1,train
b (3453).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3453).jpg,1,train
888 (75).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (75).jpg,1,train
CCO (4497).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4497).jpg,0,train
888 (1174).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1174).jpg,1,train
bad_161.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_161.jpg,1,train
bad_799.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_799.jpg,1,train
888 (58).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (58).jpg,1,train
CCO (3199).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3199).jpg,0,train
CCO (2012).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2012).jpg,0,train
888 (1735).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1735).jpg,1,train
CCO (2663).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2663).jpg,0,train
bad_851.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_851.jpg,1,train
b (4844).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4844).jpg,1,train
CCO (4780).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4780).jpg,0,train
CCO (563).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (563).jpg,0,train
CCO (4307).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4307).jpg,0,train
111 (329).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (329).jpg,1,train
bad_550.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_550.jpg,1,train
CCO (2814).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2814).jpg,0,train
bad_1936.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1936.jpg,1,train
bad_2711.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2711.jpg,1,train
111 (128).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (128).jpg,1,train
b (4902).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4902).jpg,1,train
bad_2040.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2040.jpg,1,train
b (2311).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2311).jpg,1,train
b (3176).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3176).jpg,1,train
bad_537.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_537.jpg,1,train
b (4852).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4852).jpg,1,train
CCO (5465).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5465).jpg,0,train
CCO (3802).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3802).jpg,0,train
b (2543).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2543).jpg,1,train
b (2496).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2496).jpg,1,train
bad_1164.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1164.jpg,1,train
b (2893).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2893).jpg,1,train
111 (118).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (118).jpg,1,train
888 (1800).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1800).jpg,1,train
111 (797).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (797).jpg,1,train
bad_512.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_512.jpg,1,train
